file1,start1,end1,file2,start2,end2,classification,notes
16058183_0_1_13.java,1,13,jfreechart-1/jfreechart-1.0.13/source/org/jfree/data/KeyToGroupMap.java,18,30,QS,SO answer copies from jfreechart to assist in reply
16180910_0_1_14.java,1,14,hadoop-1/hadoop-1.0.0/src/mapred/org/apache/hadoop/mapred/LineRecordReader.java,47,60,QS,SO answer copies from hadoop to assist in reply
16180910_0_1_14.java,1,14,hadoop-1/hadoop-1.0.0/src/mapred/org/apache/hadoop/mapreduce/lib/input/LineRecordReader.java,41,54,QS,SO answer copies from jfreechart to assist in reply
18201985_0_1_26.java,1,26,poi-3.6-20091214/poi-3.6/src/examples/src/org/apache/poi/ss/examples/CalendarDemo.java,11,36,QS,SO posts code from POI to assist in reply
18232672_0_42_63.java,1,22,apache-log4j-1.2.16/apache-log4j-1.2.16/src/main/java/org/apache/log4j/net/SMTPAppender.java,207,228,QS,SO says the code is an extension from log4j
18623736_0_1_39.java,1,39,spring-framework-3.0.5/spring-framework-3.0.5.RELEASE/projects/org.springframework.beans/src/main/java/org/springframework/beans/propertyeditors/CustomCollectionEditor.java,33,71,QS,SO posts code from spring to assist in reply
19298607_0_1_10.java,1,10,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/main/java/org/hibernate/dialect/Oracle9iDialect.java,23,32,QS,author of questions asks a question for hibernate regarding a certyain extension. Author of answer says he'll need to add some methods to his class
20421869_2_22_51.java,1,30,spring-framework-3.0.5/spring-framework-3.0.5.RELEASE/projects/org.springframework.context/src/main/java/org/springframework/context/annotation/ClassPathScanningCandidateComponentProvider.java,90,119,QS,SO says he copied from spring (ClassPathBeanDefinitionScanner) and modified to achieve solution
20458485_0_1_12.java,1,12,hibernate-release-4/hibernate-release-4.2.2.Final/project/documentation/src/main/docbook/devguide/en-US/extras/flush_and_clear_session.java,1,12,QS,SO posts code from hibernate to assist in reply
20615360_0_1_12.java,1,12,spring-framework-3.0.5/spring-framework-3.0.5.RELEASE/projects/org.springframework.aop/src/main/java/org/springframework/aop/interceptor/ExposeBeanNameAdvisors.java,32,43,QS,SO posts code from spring to assist in reply
20996373_0_1_15.java,1,15,spring-framework-3.0.5/spring-framework-3.0.5.RELEASE/projects/org.springframework.test/src/main/java/org/springframework/mock/web/DelegatingServletInputStream.java,6,20,QS,SO posts code form spring to use as an example to show a solution
20996373_0_1_15.java,1,15,spring-framework-3.0.5/spring-framework-3.0.5.RELEASE/projects/org.springframework.web.servlet/src/test/java/org/springframework/mock/web/DelegatingServletInputStream.java,6,20,QS,SO posts code form spring to use as an example to show a solution
20996373_0_1_15.java,1,15,spring-framework-3.0.5/spring-framework-3.0.5.RELEASE/projects/org.springframework.web/src/test/java/org/springframework/mock/web/DelegatingServletInputStream.java,6,20,QS,SO posts code form spring to use as an example to show a solution
21702608_0_15_35.java,1,21,hadoop-1/hadoop-1.0.0/src/examples/org/apache/hadoop/examples/DBCountPageView.java,289,309,QS,SO answer copies code from question and modifies to find solution. code in question is copied and pasted from hadoop examples
21777900_0_1_12.java,1,12,hibernate-release-4/hibernate-release-4.2.2.Final/project/documentation/src/main/docbook/devguide/en-US/extras/flush_and_clear_session.java,1,12,QS,SO answer posts code from hibernate examples to assist in reply
21998949_0_31_45.java,1,15,jfreechart-1/jfreechart-1.0.13/source/org/jfree/chart/plot/SpiderWebPlot.java,522,536,QS,SO solution extends class from jfreechart and copies some code from the super class to the subclass
22865824_1_67_80.java,1,14,spring-framework-3.0.5/spring-framework-3.0.5.RELEASE/projects/org.springframework.context.support/src/main/java/org/springframework/mail/javamail/JavaMailSenderImpl.java,186,199,QS,"SO answer copies code from spring (JavaMailImpl) to assist in reply. qualitas code also from spring, but other file. cloned code within spring then cloned to SO"
23008293_0_1_14.java,1,14,eclipse_SDK/eclipse_SDK-4.3/src/src/jdimodelsrc/org/eclipse/jdt/internal/debug/core/model/JDIThread.java,1680,1693,QS,"SO answer copies code from eclipse to assist in reply (note that there are multiple copies of this clone in eclipse, e.g. eclipse.platform.debug/org.eclipse.debug.core/core/org/eclipse/debug/core/commands/AbstractDebugCommand.java)"
23008293_0_1_14.java,1,14,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/debug/core/commands/AbstractDebugCommand.java,106,119,QS,SO answer copies code from eclipse to assist in reply note that there are multiple copies of this clone in eclipse)
23008293_0_1_14.java,1,14,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/debug/internal/ui/viewers/AsynchronousSchedulingRuleFactory.java,15,28,QS,author of answer says the copied from a class and the question has eclipse as a hashtag
23520731_0_55_72.java,1,18,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/main/java/org/hibernate/tool/hbm2ddl/SchemaUpdate.java,170,187,QS,SO answer copies code from hibernate to assist in reply
23586872_1_1_20.java,1,20,junit-4/org/junit/Assert.java,33,52,QS,SO copies code from JUnit to assist reply.
23974103_0_1_34.java,1,34,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/main/java/org/hibernate/action/internal/BulkOperationCleanupAction.java,124,157,QS,SO copies code from hibernate to assist reply
2398335_0_1_16.java,1,16,hibernate-release-4/hibernate-release-4.2.2.Final/project/documentation/src/main/docbook/devguide/en-US/extras/using_scroll.java,1,16,QS,SO copies code from hibernate to assist reply
24330611_0_162_177.java,1,16,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/L2RTreeLayoutDemo.java,102,117,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_162_177.java,1,16,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/TreeCollapseDemo.java,109,124,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_162_177.java,1,16,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/TreeLayoutDemo.java,100,115,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_162_177.java,1,16,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/VertexLabelAsShapeDemo.java,72,87,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_165_177.java,1,13,jung2-2_0_1/jung-jai-samples-2.0.1/edu/uci/ics/jung/samples/HyperbolicVertexImageShaperDemo.java,149,161,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_165_177.java,1,13,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/AnnotationsDemo.java,89,101,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_165_177.java,1,13,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/DrawnIconVertexDemo.java,82,94,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_165_177.java,1,13,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/GraphEditorDemo.java,115,127,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_165_177.java,1,13,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/GraphFromGraphMLDemo.java,81,93,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_165_177.java,1,13,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/GraphZoomScrollPaneDemo.java,118,130,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_165_177.java,1,13,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/ImageEdgeLabelDemo.java,59,71,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_165_177.java,1,13,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/InternalFrameSatelliteViewDemo.java,92,104,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_165_177.java,1,13,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/L2RTreeLayoutDemo.java,105,117,QS,question is about jung
24330611_0_165_177.java,1,13,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/LensDemo.java,125,137,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_165_177.java,1,13,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/LensVertexImageShaperDemo.java,149,161,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_165_177.java,1,13,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/PluggableRendererDemo.java,370,382,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_165_177.java,1,13,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/RadialTreeLensDemo.java,119,131,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_165_177.java,1,13,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/ShowLayouts.java,127,139,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_165_177.java,1,13,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/SubLayoutDemo.java,97,109,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_165_177.java,1,13,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/TreeCollapseDemo.java,112,124,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_165_177.java,1,13,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/TreeLayoutDemo.java,103,115,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_165_177.java,1,13,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/UnicodeLabelDemo.java,66,78,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_165_177.java,1,13,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/VertexCollapseDemo.java,101,113,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_165_177.java,1,13,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/VertexCollapseDemoWithLayouts.java,116,128,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_165_177.java,1,13,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/VertexImageShaperDemo.java,154,166,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_165_177.java,1,13,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/VertexLabelAsShapeDemo.java,75,87,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_165_177.java,1,13,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/VertexLabelPositionDemo.java,62,74,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_165_177.java,1,13,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/WorldMapGraphDemo.java,133,145,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_166_177.java,1,12,jung2-2_0_1/jung-jai-samples-2.0.1/edu/uci/ics/jung/samples/HyperbolicVertexImageShaperDemo.java,150,161,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_166_177.java,1,12,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/AnnotationsDemo.java,90,101,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_166_177.java,1,12,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/BalloonLayoutDemo.java,115,126,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_166_177.java,1,12,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/DrawnIconVertexDemo.java,83,94,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_166_177.java,1,12,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/EdgeLabelDemo.java,78,89,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_166_177.java,1,12,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/GraphEditorDemo.java,116,127,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_166_177.java,1,12,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/GraphFromGraphMLDemo.java,82,93,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_166_177.java,1,12,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/GraphZoomScrollPaneDemo.java,119,130,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_166_177.java,1,12,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/ImageEdgeLabelDemo.java,60,71,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_166_177.java,1,12,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/InternalFrameSatelliteViewDemo.java,93,104,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_166_177.java,1,12,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/L2RTreeLayoutDemo.java,106,117,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_166_177.java,1,12,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/LensDemo.java,126,137,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_166_177.java,1,12,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/LensVertexImageShaperDemo.java,150,161,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_166_177.java,1,12,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/PluggableRendererDemo.java,371,382,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_166_177.java,1,12,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/RadialTreeLensDemo.java,120,131,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_166_177.java,1,12,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/ShowLayouts.java,128,139,QS,new category? Author of the answer posted some code from qualitas in question
24330611_0_166_177.java,1,12,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/SubLayoutDemo.java,98,109,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_166_177.java,1,12,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/TreeCollapseDemo.java,113,124,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_166_177.java,1,12,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/TreeLayoutDemo.java,104,115,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_166_177.java,1,12,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/UnicodeLabelDemo.java,67,78,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_166_177.java,1,12,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/VertexCollapseDemo.java,102,113,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_166_177.java,1,12,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/VertexCollapseDemoWithLayouts.java,117,128,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_166_177.java,1,12,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/VertexImageShaperDemo.java,155,166,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_166_177.java,1,12,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/VertexLabelAsShapeDemo.java,76,87,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_166_177.java,1,12,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/VertexLabelPositionDemo.java,63,74,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_166_177.java,1,12,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/WorldMapGraphDemo.java,134,145,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24330611_0_321_347.java,1,27,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/TreeCollapseDemo.java,248,274,QS,SO question tags jung. SO snippet includes a class called JUNGTree.
24404964_0_14_31.java,1,18,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/org/apache/catalina/connector/CoyoteAdapter.java,557,573,QS,SO copies from tomcat to assist in reply
2761630_0_1_11.java,1,11,hibernate-release-4/hibernate-release-4.2.2.Final/project/documentation/src/main/docbook/devguide/en-US/extras/using_a_StatelessSession.java,1,11,QS,SO posts code from hibernate example to assist in reply
3275733_0_1_12.java,1,12,hibernate-release-4/hibernate-release-4.2.2.Final/project/documentation/src/main/docbook/devguide/en-US/extras/flush_and_clear_session.java,1,12,QS,SO posts code from hibernate example to assist in reply
3751463_0_1_11.java,1,11,spring-framework-3.0.5/spring-framework-3.0.5.RELEASE/projects/org.springframework.context/src/main/java/org/springframework/scheduling/config/ScheduledTasksBeanDefinitionParser.java,42,52,QS,SO posts code from spring to assist in reply
3758110_0_5_19.java,1,15,spring-framework-3.0.5/spring-framework-3.0.5.RELEASE/projects/org.springframework.web.servlet/src/main/java/org/springframework/web/servlet/mvc/annotation/DefaultAnnotationHandlerMapping.java,78,92,QS,SO posts code from hibernate example to assist in reply
3788516_0_1_12.java,1,12,hibernate-release-4/hibernate-release-4.2.2.Final/project/documentation/src/main/docbook/devguide/en-US/extras/flush_and_clear_session.java,1,12,QS,author of answer copies and paste a snippet of code from the hibernate documentation that is both online and in the project sorce code as a .java
4781746_0_1_13.java,1,13,spring-framework-3.0.5/spring-framework-3.0.5.RELEASE/projects/org.springframework.web.servlet/src/main/java/org/springframework/web/servlet/DispatcherServlet.java,91,103,QS,SO posts code from spring example to assist in reply
5660519_0_1_10.java,1,10,spring-framework-3.0.5/spring-framework-3.0.5.RELEASE/projects/org.springframework.web.servlet/src/main/java/org/springframework/web/servlet/mvc/annotation/AnnotationMethodHandlerExceptionResolver.java,224,233,QS,author of answer says the example is from a certain class
5708120_0_14_42.java,1,29,hadoop-1/hadoop-1.0.0/src/examples/org/apache/hadoop/examples/WordCount.java,15,43,QS,author says he copied from hadoop but made a modification to address the question
5713930_0_1_16.java,1,16,hibernate-release-4/hibernate-release-4.2.2.Final/project/documentation/src/main/docbook/devguide/en-US/extras/using_scroll.java,1,16,QS,SO posts code from hibernate to assist in reply
8037824_0_1_20.java,1,20,jasperreports-3/jasperreports-3.7.4/src/net/sf/jasperreports/engine/design/JRVerifier.java,1221,1240,QS,SO answer posts code from jasper to assist in reply
8037824_0_22_38.java,1,17,jasperreports-3/jasperreports-3.7.4/src/net/sf/jasperreports/engine/design/JRVerifier.java,982,998,QS,author of answer says he copied from JasperReports
8409971_0_65_86.java,1,22,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/org/apache/coyote/http11/filters/GzipOutputFilter.java,47,68,QS,SO answer says the solutions is a patched version of tomcat class
9291241_1_1_11.java,1,11,apache-ant-1.8.4/src/main/org/apache/tools/ant/taskdefs/Mkdir.java,19,29,QS,SO copies code from ant to assist in reply
698283_1_47_67.java,1,21,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/POIUtils.java,55,75,SQ,"the author of qualitas code is the same person to ask the question in SO. the code provided in SO is the same as in qualitas. SO answer was in 30/03/09, qualitas code was originally comitted to jstock github at 31/03/09."
11187462_0_44_61.java,1,18,c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/common/util/LoggingOutputStream.java,36,52,EX,"the snipped is a direct copy from log4j, and the jdbc is also a copy from log4j. Thus, there's no connection between the SO snipper and the Qualitas code."
12427981_1_17_33.java,1,17,c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/common/util/LoggingOutputStream.java,36,52,EX,"the snipped is a direct copy from log4j, and the jdbc is also a copy from log4j."
12879764_0_1_41.java,1,41,iReport-3/iReport-3.7.5-src/ireport-designer/src/com/jaspersoft/ireport/designer/templates/TemplateRenderer.java,124,177,EX,ONE-SIDED evidence that SO copied from book. not sure if Qualitas is original or copied from book too
15260207_0_80_126.java,1,47,freemind-src-0/freemind/accessories/plugins/dialogs/ArrayListTransferHandler.java,27,71,EX,ONE-SIDED SO says he copied from the web. web code is from Sun. no evidence if Qualitas is original or copied from WEB
15260207_0_145_155.java,1,11,freemind-src-0/freemind/accessories/plugins/dialogs/ArrayListTransferHandler.java,90,100,EX,ONE-SIDED SO says he copied from the web. no evidence if Qualitas is original or copied from WEB
15260207_0_176_196.java,1,21,freemind-src-0/freemind/accessories/plugins/dialogs/ArrayListTransferHandler.java,107,127,EX,ONE-SIDED SO says he copied from the web. no evidence if Qualitas is original or copied from WEB
22585813_0_1_16.java,1,16,netbeans-6.9.1-201007282301/o.mozilla.rhino.patched/patched_files/org/mozilla/nb/javascript/ScriptRuntime.java,774,789,EX,SO says he copied from mozilla. netbans copied the mozilla code to inside netbeans to create a plugin
24963319_3_1_17.java,1,17,geotools-2/geotools-2.7-M3/modules/unsupported/swing/src/main/java/org/jdesktop/swingworker/SwingWorker.java,63,79,EX,"SO question says he's working with SwingWorker, SO answer copies question from SwingWorker to help answer. geotools is a Java geospatial project, so it copied SwingWorker to inside geotools"
6097643_0_1_20.java,1,20,eclipse_SDK/eclipse_SDK-4.3/src/src/org/apache/http/impl/client/AbstractHttpClient.java,110,128,EX,code copied from apache server. eclipse imported apache server to its code base
6236324_0_83_92.java,1,10,aoisrc281/ArtOfIllusion/src/artofillusion/image/MovieEncoder.java,91,100,EX,stackoverflow code seems to come from a official sun code
6236324_0_93_110.java,1,18,aoisrc281/ArtOfIllusion/src/artofillusion/image/MovieEncoder.java,101,118,EX,known code to capture video. original code is believed to come from Sun's original implementation.
6236324_0_114_123.java,1,10,aoisrc281/ArtOfIllusion/src/artofillusion/image/MovieEncoder.java,122,131,EX,stackoverflow code seems to come from a official sun code
6691268_0_1_21.java,1,21,netbeans-6.9.1-201007282301/debugger.jpda/src/org/netbeans/modules/debugger/jpda/expr/InvocationExceptionTranslated.java,172,192,EX,ONE-SIDED code clones from original Throwable code
6926848_0_1_18.java,1,18,eclipse_SDK/eclipse_SDK-4.3/src/src/org/apache/http/client/utils/URLEncodedUtils.java,73,90,EX,author of answer copied code form apache
8802082_2_1_20.java,1,20,eclipse_SDK/eclipse_SDK-4.3/src/src/junitsrc/org/junit/internal/runners/statements/ExpectException.java,12,31,EX,answer says he copied from JUnit. Eclipse imported JUnit code to its code base
92962_0_22_61.java,1,40,jgraphpad-5/jgraphpad-5.10.0.2-src/src/org/jgraph/pad/graphcellsbase/JGraphSwimlaneView.java,93,132,EX,ONE-SIDED SO copies from website. code in website is from Sapient Corporation. no evidence on where the code from jgraph comes from
92962_0_22_61.java,1,40,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/LensDemo.java,278,317,EX,ONE-SIDED SO copies from website. code in website is from Sapient Corporation. no evidence on where the code from Jung comes from
10203745_1_1_11.java,1,11,Compiere_330_Source/release_330/ad/src/org/compiere/framework/Lookup.java,82,92,EX,ONE-SIDED SO copies code from original java swing implementation classes. no evidence on where code from compiere comes from
10203745_1_1_11.java,1,11,netbeans-6.9.1-201007282301/php.project/src/org/netbeans/modules/php/project/ui/LocalServer.java,291,301,EX,ONE-SIDED SO copies code from original java swing implementation classes. no evidence on where code from compiere comes from
10901944_0_114_125.java,1,12,netbeans-6.9.1-201007282301/xml/src/org/netbeans/modules/xml/wizard/impl/SchemaPanel.java,501,511,EX,EX: SO answer says the code is from Oracle JTable tutorial.
1110491_0_1_44.java,1,44,jfreechart-1/jfreechart-1.0.13/swt/org/jfree/experimental/swt/SWTUtils.java,191,242,EX,ONE-SIDED SO snippet is a 99% copy from eclipse-swt. no evidence regarding the qualitas code
11578674_0_116_127.java,1,12,netbeans-6.9.1-201007282301/xml/src/org/netbeans/modules/xml/wizard/impl/SchemaPanel.java,501,511,EX,ONE-SIDED SO claims the code comes from JTable (here: https://docs.oracle.com/javase/tutorial/displayCode.html?code=https://docs.oracle.com/javase/tutorial/uiswing/examples/components/SimpleTableDemoProject/src/components/SimpleTableDemo.java).
11708538_0_36_46.java,1,11,webmail-0.7.10/jwebmail-0.7/src/net/wastl/webmail/misc/MD5.java,256,266,EX,"SO answer does not say where the code is from. It only mentions that it is a template of AES usage in Java. However, after a Google search, it seems likely (from this https://github.com/caiomsouza/AES/blob/master/src/com/pentaho/AES.java) that the code is from http://java.sun.com/developer/technicalArticles/Security/AES/AES_v1.html (which no longer exist)."
11825416_0_1_13.java,1,13,geotools-2/geotools-2.7-M3/modules/unsupported/swing/src/main/java/org/jdesktop/swingworker/SwingWorker.java,163,175,EX,SO question asks about SwingWorker. SO answer copies code from SwingWorker to assist in reply. geotools copied SwingWorker from Sun to their code base
11851968_0_13_24.java,1,12,columba-1/columba-1.0-src/src/columba/core/org/columba/core/base/IPCHelper.java,58,70,EX,SO code has a comment saying that the cloned part of code is modified from https://www.javaworld.com/article/2071275/core-java/when-runtime-exec---won-t.html?page=2.
11851968_0_13_24.java,1,12,columba-1/columba-1.0-src/src/columba/core/org/columba/core/base/StreamThread.java,17,29,EX,SO code has a comment saying that the cloned part of code is modified from https://www.javaworld.com/article/2071275/core-java/when-runtime-exec---won-t.html?page=2.
11851968_0_13_24.java,1,12,columba-1/columba-1.0-src/src/mail/core/org/columba/mail/spam/spamassassin/IPCHelper.java,58,70,EX,SO code has a comment saying that the cloned part of code is modified from https://www.javaworld.com/article/2071275/core-java/when-runtime-exec---won-t.html?page=2.
11851968_0_13_24.java,1,12,heritrix-1/heritrix-1.14.4/src/java/org/archive/util/ProcessUtils.java,21,31,EX,SO code has a comment saying that the cloned part of code is modified from https://www.javaworld.com/article/2071275/core-java/when-runtime-exec---won-t.html?page=2.
11851968_0_13_24.java,1,12,openjms-0.7.7-beta-1/openjms-0.7.7-beta-1/modules/tools/src/main/java/org/exolab/jms/tools/admin/AdminMgr.java,400,411,EX,SO code has a comment saying that the cloned part of code is modified from https://www.javaworld.com/article/2071275/core-java/when-runtime-exec---won-t.html?page=2.
1201102_0_1_23.java,1,23,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/help/internal/base/remote/HttpsUtility.java,17,37,EX,INSECURE CODE/ONE-SIDED: SO answer has a link of the original code: http://web.archive.org/web/20121022013056/http://exampledepot.com/egs/javax.net.ssl/TrustAll.html
1201102_0_1_23.java,1,23,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/help/internal/base/remote/HttpsUtility.java,81,100,EX,INSECURE CODE/ONE-SIDED: SO answer has a link of the original code: http://web.archive.org/web/20121022013056/http://exampledepot.com/egs/javax.net.ssl/TrustAll.html
12488529_1_107_117.java,1,11,jhotdraw-7.5.1/jhotdraw_7.5.1/Source/jhotdraw7/src/main/java/org/jhotdraw/util/Images.java,81,93,EX,ONE-SIDED qualitas code is copied from http://javaalmanac.com/egs/java.awt.image/HasAlpha.html
12488529_1_107_117.java,1,11,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,444,456,EX,"based on pair 1211, this snippet is originally from a book (http://javaalmanac.com/egs/java.awt.image/HasAlpha.html)"
13521238_0_1_15.java,1,15,netbeans-6.9.1-201007282301/cnd.repository/src/org/netbeans/modules/cnd/repository/util/LongHashMap.java,68,82,EX,SO code is from original HashMap implementation. netbeans copied this code when extending for LongHashMap
13521238_0_1_15.java,1,15,netbeans-6.9.1-201007282301/parsing.api/src/org/netbeans/modules/parsing/impl/indexing/LongHashMap.java,68,82,EX,SO code is from original HashMap implementation. netbeans copied this code when extending for LongHashMap
